Train: [1][40/78], lr: 0.00030	Time 0.020 (0.060)	Data 0.002 (0.038)	Prec@1 28.125 (32.470)	Prec@1 0.000 (0.000)	Prec@5 87.500 (82.698)	Prec@5 0.000 (0.000)	Loss 2.0745 (2.0756)   loss_verb 2.0756   loss_noun 0.0000	
Train: [2][40/78], lr: 0.00029	Time 0.027 (0.036)	Data 0.018 (0.024)	Prec@1 53.125 (47.713)	Prec@1 0.000 (0.000)	Prec@5 90.625 (86.966)	Prec@5 0.000 (0.000)	Loss 2.0427 (2.0584)   loss_verb 2.0584   loss_noun 0.0000	
Train: [3][40/78], lr: 0.00029	Time 0.019 (0.036)	Data 0.009 (0.024)	Prec@1 40.625 (43.674)	Prec@1 0.000 (0.000)	Prec@5 87.500 (87.271)	Prec@5 0.000 (0.000)	Loss 2.0013 (2.0203)   loss_verb 2.0203   loss_noun 0.0000	
Train: [4][40/78], lr: 0.00029	Time 0.034 (0.036)	Data 0.010 (0.023)	Prec@1 25.000 (40.701)	Prec@1 0.000 (0.000)	Prec@5 81.250 (86.357)	Prec@5 0.000 (0.000)	Loss 1.8882 (1.9200)   loss_verb 1.9200   loss_noun 0.0000	
Train: [5][40/78], lr: 0.00029	Time 0.021 (0.036)	Data 0.012 (0.024)	Prec@1 56.250 (34.680)	Prec@1 0.000 (0.000)	Prec@5 100.000 (86.357)	Prec@5 0.000 (0.000)	Loss 1.5980 (1.8265)   loss_verb 1.8265   loss_noun 0.0000	
Train: [6][40/78], lr: 0.00029	Time 0.021 (0.037)	Data 0.010 (0.024)	Prec@1 34.375 (44.436)	Prec@1 0.000 (0.000)	Prec@5 81.250 (85.976)	Prec@5 0.000 (0.000)	Loss 1.8700 (1.7494)   loss_verb 1.7494   loss_noun 0.0000	
Train: [7][40/78], lr: 0.00028	Time 0.017 (0.036)	Data 0.000 (0.023)	Prec@1 43.750 (52.973)	Prec@1 0.000 (0.000)	Prec@5 75.000 (86.738)	Prec@5 0.000 (0.000)	Loss 1.7635 (1.6204)   loss_verb 1.6204   loss_noun 0.0000	
Train: [8][40/78], lr: 0.00028	Time 0.025 (0.037)	Data 0.012 (0.023)	Prec@1 68.750 (53.963)	Prec@1 0.000 (0.000)	Prec@5 93.750 (87.195)	Prec@5 0.000 (0.000)	Loss 1.2664 (1.5273)   loss_verb 1.5273   loss_noun 0.0000	
Train: [9][40/78], lr: 0.00028	Time 0.031 (0.037)	Data 0.018 (0.024)	Prec@1 43.750 (55.716)	Prec@1 0.000 (0.000)	Prec@5 93.750 (86.662)	Prec@5 0.000 (0.000)	Loss 1.4024 (1.3705)   loss_verb 1.3705   loss_noun 0.0000	
Train: [10][40/78], lr: 0.00028	Time 0.026 (0.037)	Data 0.009 (0.024)	Prec@1 65.625 (57.470)	Prec@1 0.000 (0.000)	Prec@5 90.625 (86.966)	Prec@5 0.000 (0.000)	Loss 1.0242 (1.2156)   loss_verb 1.2156   loss_noun 0.0000	
Train: [11][40/78], lr: 0.00028	Time 0.025 (0.037)	Data 0.000 (0.025)	Prec@1 68.750 (58.613)	Prec@1 0.000 (0.000)	Prec@5 90.625 (87.576)	Prec@5 0.000 (0.000)	Loss 0.9867 (1.1339)   loss_verb 1.1339   loss_noun 0.0000	
Train: [12][40/78], lr: 0.00027	Time 0.023 (0.036)	Data 0.012 (0.024)	Prec@1 71.875 (61.433)	Prec@1 0.000 (0.000)	Prec@5 100.000 (88.338)	Prec@5 0.000 (0.000)	Loss 0.8115 (1.0677)   loss_verb 1.0677   loss_noun 0.0000	
Train: [13][40/78], lr: 0.00027	Time 0.030 (0.036)	Data 0.015 (0.025)	Prec@1 65.625 (64.405)	Prec@1 0.000 (0.000)	Prec@5 90.625 (89.558)	Prec@5 0.000 (0.000)	Loss 1.0972 (1.0023)   loss_verb 1.0023   loss_noun 0.0000	
Train: [14][40/78], lr: 0.00027	Time 0.025 (0.037)	Data 0.013 (0.023)	Prec@1 75.000 (66.921)	Prec@1 0.000 (0.000)	Prec@5 96.875 (90.015)	Prec@5 0.000 (0.000)	Loss 0.6896 (0.9367)   loss_verb 0.9367   loss_noun 0.0000	
Train: [15][40/78], lr: 0.00027	Time 0.027 (0.037)	Data 0.015 (0.024)	Prec@1 68.750 (65.625)	Prec@1 0.000 (0.000)	Prec@5 93.750 (90.396)	Prec@5 0.000 (0.000)	Loss 0.8626 (0.9357)   loss_verb 0.9357   loss_noun 0.0000	
Train: [16][40/78], lr: 0.00027	Time 0.020 (0.037)	Data 0.006 (0.023)	Prec@1 75.000 (70.351)	Prec@1 0.000 (0.000)	Prec@5 96.875 (91.845)	Prec@5 0.000 (0.000)	Loss 0.7039 (0.8385)   loss_verb 0.8385   loss_noun 0.0000	
Train: [17][40/78], lr: 0.00027	Time 0.033 (0.036)	Data 0.013 (0.023)	Prec@1 71.875 (69.055)	Prec@1 0.000 (0.000)	Prec@5 87.500 (91.540)	Prec@5 0.000 (0.000)	Loss 0.8279 (0.8413)   loss_verb 0.8413   loss_noun 0.0000	
Train: [18][40/78], lr: 0.00026	Time 0.039 (0.039)	Data 0.016 (0.024)	Prec@1 84.375 (74.085)	Prec@1 0.000 (0.000)	Prec@5 100.000 (92.912)	Prec@5 0.000 (0.000)	Loss 0.4520 (0.7571)   loss_verb 0.7571   loss_noun 0.0000	
Train: [19][40/78], lr: 0.00026	Time 0.017 (0.036)	Data 0.000 (0.023)	Prec@1 62.500 (76.753)	Prec@1 0.000 (0.000)	Prec@5 81.250 (92.759)	Prec@5 0.000 (0.000)	Loss 1.0093 (0.7414)   loss_verb 0.7414   loss_noun 0.0000	
Train: [20][40/78], lr: 0.00026	Time 0.021 (0.036)	Data 0.008 (0.024)	Prec@1 62.500 (80.030)	Prec@1 0.000 (0.000)	Prec@5 75.000 (93.293)	Prec@5 0.000 (0.000)	Loss 1.1057 (0.6788)   loss_verb 0.6788   loss_noun 0.0000	
Train: [21][40/78], lr: 0.00026	Time 0.020 (0.037)	Data 0.007 (0.025)	Prec@1 71.875 (79.192)	Prec@1 0.000 (0.000)	Prec@5 93.750 (93.445)	Prec@5 0.000 (0.000)	Loss 0.9113 (0.6914)   loss_verb 0.6914   loss_noun 0.0000	
Train: [22][40/78], lr: 0.00026	Time 0.013 (0.037)	Data 0.008 (0.024)	Prec@1 84.375 (81.784)	Prec@1 0.000 (0.000)	Prec@5 90.625 (94.970)	Prec@5 0.000 (0.000)	Loss 0.6340 (0.6293)   loss_verb 0.6293   loss_noun 0.0000	
Train: [23][40/78], lr: 0.00026	Time 0.021 (0.037)	Data 0.000 (0.024)	Prec@1 90.625 (83.308)	Prec@1 0.000 (0.000)	Prec@5 100.000 (95.427)	Prec@5 0.000 (0.000)	Loss 0.3697 (0.6067)   loss_verb 0.6067   loss_noun 0.0000	
Train: [24][40/78], lr: 0.00025	Time 0.014 (0.037)	Data 0.008 (0.024)	Prec@1 78.125 (83.613)	Prec@1 0.000 (0.000)	Prec@5 96.875 (96.494)	Prec@5 0.000 (0.000)	Loss 0.6240 (0.5779)   loss_verb 0.5779   loss_noun 0.0000	
Train: [25][40/78], lr: 0.00025	Time 0.021 (0.036)	Data 0.003 (0.024)	Prec@1 81.250 (84.985)	Prec@1 0.000 (0.000)	Prec@5 96.875 (97.713)	Prec@5 0.000 (0.000)	Loss 0.6849 (0.5371)   loss_verb 0.5371   loss_noun 0.0000	
Train: [26][40/78], lr: 0.00025	Time 0.010 (0.036)	Data 0.000 (0.024)	Prec@1 93.750 (85.137)	Prec@1 0.000 (0.000)	Prec@5 96.875 (97.866)	Prec@5 0.000 (0.000)	Loss 0.4322 (0.5386)   loss_verb 0.5386   loss_noun 0.0000	
Train: [27][40/78], lr: 0.00025	Time 0.019 (0.037)	Data 0.010 (0.025)	Prec@1 100.000 (86.357)	Prec@1 0.000 (0.000)	Prec@5 100.000 (98.476)	Prec@5 0.000 (0.000)	Loss 0.1412 (0.4755)   loss_verb 0.4755   loss_noun 0.0000	
Train: [28][40/78], lr: 0.00025	Time 0.023 (0.037)	Data 0.012 (0.024)	Prec@1 90.625 (87.576)	Prec@1 0.000 (0.000)	Prec@5 100.000 (98.857)	Prec@5 0.000 (0.000)	Loss 0.4044 (0.4606)   loss_verb 0.4606   loss_noun 0.0000	
Train: [29][40/78], lr: 0.00025	Time 0.031 (0.036)	Data 0.010 (0.023)	Prec@1 87.500 (88.034)	Prec@1 0.000 (0.000)	Prec@5 100.000 (98.933)	Prec@5 0.000 (0.000)	Loss 0.4869 (0.4294)   loss_verb 0.4294   loss_noun 0.0000	
Train: [30][40/78], lr: 0.00025	Time 0.022 (0.036)	Data 0.014 (0.023)	Prec@1 96.875 (88.491)	Prec@1 0.000 (0.000)	Prec@5 100.000 (99.543)	Prec@5 0.000 (0.000)	Loss 0.2370 (0.4317)   loss_verb 0.4317   loss_noun 0.0000	
Train: [31][40/78], lr: 0.00024	Time 0.023 (0.037)	Data 0.010 (0.024)	Prec@1 87.500 (89.558)	Prec@1 0.000 (0.000)	Prec@5 100.000 (99.695)	Prec@5 0.000 (0.000)	Loss 0.5246 (0.3827)   loss_verb 0.3827   loss_noun 0.0000	
Train: [32][40/78], lr: 0.00024	Time 0.023 (0.037)	Data 0.014 (0.023)	Prec@1 90.625 (90.473)	Prec@1 0.000 (0.000)	Prec@5 100.000 (99.771)	Prec@5 0.000 (0.000)	Loss 0.3191 (0.3775)   loss_verb 0.3775   loss_noun 0.0000	
Train: [33][40/78], lr: 0.00024	Time 0.020 (0.037)	Data 0.006 (0.025)	Prec@1 96.875 (92.607)	Prec@1 0.000 (0.000)	Prec@5 100.000 (99.771)	Prec@5 0.000 (0.000)	Loss 0.2978 (0.3361)   loss_verb 0.3361   loss_noun 0.0000	
Train: [34][40/78], lr: 0.00024	Time 0.019 (0.036)	Data 0.004 (0.024)	Prec@1 100.000 (91.616)	Prec@1 0.000 (0.000)	Prec@5 100.000 (99.771)	Prec@5 0.000 (0.000)	Loss 0.0905 (0.3447)   loss_verb 0.3447   loss_noun 0.0000	
Train: [35][40/78], lr: 0.00024	Time 0.034 (0.038)	Data 0.017 (0.024)	Prec@1 96.875 (93.216)	Prec@1 0.000 (0.000)	Prec@5 100.000 (100.000)	Prec@5 0.000 (0.000)	Loss 0.1866 (0.3150)   loss_verb 0.3150   loss_noun 0.0000	
Train: [36][40/78], lr: 0.00024	Time 0.016 (0.037)	Data 0.004 (0.025)	Prec@1 93.750 (93.674)	Prec@1 0.000 (0.000)	Prec@5 100.000 (100.000)	Prec@5 0.000 (0.000)	Loss 0.3341 (0.2953)   loss_verb 0.2953   loss_noun 0.0000	
Train: [37][40/78], lr: 0.00024	Time 0.043 (0.037)	Data 0.022 (0.025)	Prec@1 93.750 (94.588)	Prec@1 0.000 (0.000)	Prec@5 100.000 (99.924)	Prec@5 0.000 (0.000)	Loss 0.3686 (0.2887)   loss_verb 0.2887   loss_noun 0.0000	
Train: [38][40/78], lr: 0.00023	Time 0.021 (0.037)	Data 0.015 (0.025)	Prec@1 84.375 (94.817)	Prec@1 0.000 (0.000)	Prec@5 100.000 (99.924)	Prec@5 0.000 (0.000)	Loss 0.4371 (0.2808)   loss_verb 0.2808   loss_noun 0.0000	
Train: [39][40/78], lr: 0.00023	Time 0.025 (0.036)	Data 0.006 (0.023)	Prec@1 93.750 (96.037)	Prec@1 0.000 (0.000)	Prec@5 100.000 (100.000)	Prec@5 0.000 (0.000)	Loss 0.2492 (0.2556)   loss_verb 0.2556   loss_noun 0.0000	
Train: [40][40/78], lr: 0.00023	Time 0.019 (0.036)	Data 0.009 (0.024)	Prec@1 93.750 (95.884)	Prec@1 0.000 (0.000)	Prec@5 100.000 (100.000)	Prec@5 0.000 (0.000)	Loss 0.2992 (0.2453)   loss_verb 0.2453   loss_noun 0.0000	
Train: [41][40/78], lr: 0.00023	Time 0.010 (0.037)	Data 0.000 (0.024)	Prec@1 100.000 (97.485)	Prec@1 0.000 (0.000)	Prec@5 100.000 (100.000)	Prec@5 0.000 (0.000)	Loss 0.2444 (0.2250)   loss_verb 0.2250   loss_noun 0.0000	
Train: [42][40/78], lr: 0.00023	Time 0.019 (0.037)	Data 0.007 (0.024)	Prec@1 90.625 (97.104)	Prec@1 0.000 (0.000)	Prec@5 100.000 (100.000)	Prec@5 0.000 (0.000)	Loss 0.2408 (0.2143)   loss_verb 0.2143   loss_noun 0.0000	
Train: [43][40/78], lr: 0.00023	Time 0.006 (0.037)	Data 0.000 (0.024)	Prec@1 100.000 (97.180)	Prec@1 0.000 (0.000)	Prec@5 100.000 (99.924)	Prec@5 0.000 (0.000)	Loss 0.1447 (0.2182)   loss_verb 0.2182   loss_noun 0.0000	
Train: [44][40/78], lr: 0.00023	Time 0.034 (0.037)	Data 0.009 (0.023)	Prec@1 96.875 (97.180)	Prec@1 0.000 (0.000)	Prec@5 100.000 (100.000)	Prec@5 0.000 (0.000)	Loss 0.2214 (0.2041)   loss_verb 0.2041   loss_noun 0.0000	
Train: [45][40/78], lr: 0.00023	Time 0.018 (0.037)	Data 0.011 (0.024)	Prec@1 96.875 (98.247)	Prec@1 0.000 (0.000)	Prec@5 100.000 (100.000)	Prec@5 0.000 (0.000)	Loss 0.2319 (0.1969)   loss_verb 0.1969   loss_noun 0.0000	
Train: [46][40/78], lr: 0.00023	Time 0.033 (0.038)	Data 0.017 (0.024)	Prec@1 96.875 (97.942)	Prec@1 0.000 (0.000)	Prec@5 100.000 (100.000)	Prec@5 0.000 (0.000)	Loss 0.1504 (0.1815)   loss_verb 0.1815   loss_noun 0.0000	
Train: [47][40/78], lr: 0.00022	Time 0.015 (0.037)	Data 0.002 (0.024)	Prec@1 100.000 (98.552)	Prec@1 0.000 (0.000)	Prec@5 100.000 (100.000)	Prec@5 0.000 (0.000)	Loss 0.1472 (0.1655)   loss_verb 0.1655   loss_noun 0.0000	
Train: [48][40/78], lr: 0.00022	Time 0.019 (0.037)	Data 0.012 (0.024)	Prec@1 100.000 (98.857)	Prec@1 0.000 (0.000)	Prec@5 100.000 (100.000)	Prec@5 0.000 (0.000)	Loss 0.1145 (0.1623)   loss_verb 0.1623   loss_noun 0.0000	
Train: [49][40/78], lr: 0.00022	Time 0.016 (0.036)	Data 0.008 (0.023)	Prec@1 100.000 (98.780)	Prec@1 0.000 (0.000)	Prec@5 100.000 (100.000)	Prec@5 0.000 (0.000)	Loss 0.1516 (0.1558)   loss_verb 0.1558   loss_noun 0.0000	
Train: [50][40/78], lr: 0.00022	Time 0.011 (0.037)	Data 0.000 (0.025)	Prec@1 96.875 (99.009)	Prec@1 0.000 (0.000)	Prec@5 100.000 (100.000)	Prec@5 0.000 (0.000)	Loss 0.1765 (0.1618)   loss_verb 0.1618   loss_noun 0.0000	
Train: [51][40/78], lr: 0.00022	Time 0.020 (0.037)	Data 0.007 (0.024)	Prec@1 100.000 (98.552)	Prec@1 0.000 (0.000)	Prec@5 100.000 (100.000)	Prec@5 0.000 (0.000)	Loss 0.0801 (0.1462)   loss_verb 0.1462   loss_noun 0.0000	
Train: [52][40/78], lr: 0.00022	Time 0.013 (0.036)	Data 0.004 (0.023)	Prec@1 100.000 (99.085)	Prec@1 0.000 (0.000)	Prec@5 100.000 (100.000)	Prec@5 0.000 (0.000)	Loss 0.2669 (0.1439)   loss_verb 0.1439   loss_noun 0.0000	
Train: [53][40/78], lr: 0.00022	Time 0.010 (0.037)	Data 0.004 (0.025)	Prec@1 100.000 (98.628)	Prec@1 0.000 (0.000)	Prec@5 100.000 (100.000)	Prec@5 0.000 (0.000)	Loss 0.1321 (0.1353)   loss_verb 0.1353   loss_noun 0.0000	
Train: [54][40/78], lr: 0.00022	Time 0.033 (0.037)	Data 0.010 (0.025)	Prec@1 96.875 (98.628)	Prec@1 0.000 (0.000)	Prec@5 100.000 (100.000)	Prec@5 0.000 (0.000)	Loss 0.1354 (0.1384)   loss_verb 0.1384   loss_noun 0.0000	
Train: [55][40/78], lr: 0.00022	Time 0.027 (0.037)	Data 0.019 (0.025)	Prec@1 100.000 (98.933)	Prec@1 0.000 (0.000)	Prec@5 100.000 (100.000)	Prec@5 0.000 (0.000)	Loss 0.0532 (0.1276)   loss_verb 0.1276   loss_noun 0.0000	
Train: [56][40/78], lr: 0.00021	Time 0.019 (0.038)	Data 0.000 (0.024)	Prec@1 100.000 (99.619)	Prec@1 0.000 (0.000)	Prec@5 100.000 (100.000)	Prec@5 0.000 (0.000)	Loss 0.1487 (0.1109)   loss_verb 0.1109   loss_noun 0.0000	
Train: [57][40/78], lr: 0.00021	Time 0.014 (0.037)	Data 0.005 (0.025)	Prec@1 93.750 (98.704)	Prec@1 0.000 (0.000)	Prec@5 100.000 (100.000)	Prec@5 0.000 (0.000)	Loss 0.2157 (0.1212)   loss_verb 0.1212   loss_noun 0.0000	
Train: [58][40/78], lr: 0.00021	Time 0.020 (0.037)	Data 0.008 (0.025)	Prec@1 100.000 (99.009)	Prec@1 0.000 (0.000)	Prec@5 100.000 (100.000)	Prec@5 0.000 (0.000)	Loss 0.1245 (0.1130)   loss_verb 0.1130   loss_noun 0.0000	
Train: [59][40/78], lr: 0.00021	Time 0.031 (0.037)	Data 0.005 (0.024)	Prec@1 100.000 (98.857)	Prec@1 0.000 (0.000)	Prec@5 100.000 (100.000)	Prec@5 0.000 (0.000)	Loss 0.0781 (0.1078)   loss_verb 0.1078   loss_noun 0.0000	
Train: [60][40/78], lr: 0.00021	Time 0.017 (0.037)	Data 0.008 (0.024)	Prec@1 96.875 (98.933)	Prec@1 0.000 (0.000)	Prec@5 100.000 (100.000)	Prec@5 0.000 (0.000)	Loss 0.0974 (0.0969)   loss_verb 0.0969   loss_noun 0.0000	
Train: [61][40/78], lr: 0.00021	Time 0.015 (0.037)	Data 0.005 (0.023)	Prec@1 100.000 (99.238)	Prec@1 0.000 (0.000)	Prec@5 100.000 (100.000)	Prec@5 0.000 (0.000)	Loss 0.0886 (0.1044)   loss_verb 0.1044   loss_noun 0.0000	
Train: [62][40/78], lr: 0.00021	Time 0.006 (0.036)	Data 0.000 (0.023)	Prec@1 96.875 (98.933)	Prec@1 0.000 (0.000)	Prec@5 100.000 (100.000)	Prec@5 0.000 (0.000)	Loss 0.1000 (0.0982)   loss_verb 0.0982   loss_noun 0.0000	
